Timestamp=Thu 5 Mar 2015 07:41:51 GMT +0	Test
Timestamp=Thu 5 Mar 2015 21:31:33 GMT +0	Pocket
Timestamp=Thu 5 Mar 2015 21:45:23 GMT +0	activity_type=pocket	title=Jumpers	excerpt=Shortly after ten-thirty in the morning on Wednesday, March 19th, a real-estate agent named Paul Alarab began hiking across the Golden Gate Bridge.	tags=	url=http://ift.tt/1tvXAto	added_date=March 05, 2015 at 01:45PM
Timestamp=Wed 22 Apr 2015 19:37:11 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 22, 2015 at 12:57PM	value_type=time
Timestamp=Wed 22 Apr 2015 20:55:32 GMT +0	actor = Colin	location = Berkeley, CA	system = weather	activity_type = weather rises	value_type = fahrenheit	value = 62	url = http://ift.tt/Ja6u9Z
Timestamp=Wed 22 Apr 2015 21:13:26 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 22, 2015 at 02:34PM	value_type=time
Timestamp=Wed 22 Apr 2015 22:46:06 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 22, 2015 at 04:11PM	value_type=time
Timestamp=Thu 23 Apr 2015 00:24:04 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 22, 2015 at 05:49PM	value_type=time
Timestamp=Thu 23 Apr 2015 02:06:34 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 22, 2015 at 07:25PM	value_type=time
Timestamp=Thu 23 Apr 2015 02:54:46 GMT +0	actor = Colin	location = Berkeley, CA	system = weather	activity_type = sunset	value_type = time	value = April 22, 2015 at 10:49PM	url = http://ift.tt/Ja6u9Z
Timestamp=Thu 23 Apr 2015 03:49:55 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 22, 2015 at 09:02PM	value_type=time
Timestamp=Thu 23 Apr 2015 14:05:26 GMT +0	actor = Colin	location = Berkeley, CA	system = stock market	activity_type = stock drop	description = when Illumina stock goes down by over 0.5% an event is created	value_type = name value = Illumina, Inc.	value1_type = percent change	value1 = 0.69	value2_type = price	value2 = 188.72	url = http://ift.tt/1mQUBGM	time = April 23, 2015 at 10:05AM
Timestamp=Thu 23 Apr 2015 15:40:08 GMT +0	actor = Colin	location = Berkeley, CA	system = stock market	activity_type = stock rise	description = when Illumina stock goes up by over 0.5% an event is created	value_type = name value = Illumina, Inc.	value1_type = percent	change value1 = 0.55	value2_type = price	value2 = 191.089	url = http://ift.tt/1mQUBGM	time = April 23, 2015 at 11:40AM
Timestamp=Thu 23 Apr 2015 18:38:10 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 23, 2015 at 12:04PM	value_type=time
Timestamp=Thu 23 Apr 2015 19:02:58 GMT +0	actor = weather	location = Berkeley, CA	system = weather	activity_type = temperature drops	value_type = high fahrenheit	value =66	value2_type = low fahrenheit	value2 =52	value3_type = current fahrenheit	value3 =57	url = http://ift.tt/Ja6u9Z	value4_type = condition	value4 = Mostly Sunny	value5_type = wind speed	value5 = 5	time = April 23, 2015 at 03:02PM
Timestamp=Thu 23 Apr 2015 20:25:58 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 23, 2015 at 01:39PM	value_type=time
Timestamp=Thu 23 Apr 2015 20:43:03 GMT +0	actor = Colin	location = Berkeley, CA	system = weather	activity_type = weather rises	value_type = fahrenheit	value = 61	url = http://ift.tt/Ja6u9Z
Timestamp=Thu 23 Apr 2015 22:00:58 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 23, 2015 at 03:17PM	value_type=time
Timestamp=Thu 23 Apr 2015 23:35:04 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 23, 2015 at 04:54PM	value_type=time
Timestamp=Fri 24 Apr 2015 01:03:20 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 23, 2015 at 06:31PM	value_type=time
Timestamp=Fri 24 Apr 2015 02:53:12 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 23, 2015 at 08:07PM	value_type=time
Timestamp=Fri 24 Apr 2015 02:53:19 GMT +0	actor = Colin	location = Berkeley, CA	system = weather	activity_type = sunset	value_type = time	value = April 23, 2015 at 10:51PM	url = http://ift.tt/Ja6u9Z
Timestamp=Fri 24 Apr 2015 04:28:38 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 23, 2015 at 09:45PM	value_type=time
Timestamp=Fri 24 Apr 2015 13:59:02 GMT +0	actor = Colin	location = Berkeley, CA	system = stock market	activity_type = stock drop	description = when Illumina stock goes down by over 0.5% an event is created	value_type = name value = Illumina, Inc.	value1_type = percent change	value1 = 0.83	value2_type = price	value2 = 191.0	url = http://ift.tt/1mQUBGM	time = April 24, 2015 at 09:58AM
Timestamp=Fri 24 Apr 2015 17:56:45 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 24, 2015 at 11:11AM	value_type=time
Timestamp=Fri 24 Apr 2015 19:02:03 GMT +0	actor = weather	location = Berkeley, CA	system = weather	activity_type = temperature drops	value_type = high fahrenheit	value =61	value2_type = low fahrenheit	value2 =53	value3_type = current fahrenheit	value3 =60	url = http://ift.tt/Ja6u9Z	value4_type = condition	value4 = Mostly Sunny/Wind	value5_type = wind speed	value5 = 21	time = April 24, 2015 at 03:01PM
Timestamp=Fri 24 Apr 2015 19:16:57 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 24, 2015 at 12:45PM	value_type=time
Timestamp=Fri 24 Apr 2015 19:47:07 GMT +0	actor = Colin	location = Berkeley, CA	system = weather	activity_type = weather rises	value_type = fahrenheit	value = 61	url = http://ift.tt/Ja6u9Z
Timestamp=Fri 24 Apr 2015 21:10:16 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 24, 2015 at 02:22PM	value_type=time
Timestamp=Fri 24 Apr 2015 22:41:22 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 24, 2015 at 04:00PM	value_type=time
Timestamp=Sat 25 Apr 2015 00:17:06 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 24, 2015 at 05:37PM	value_type=time
Timestamp=Sat 25 Apr 2015 01:50:14 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 24, 2015 at 07:13PM	value_type=time
Timestamp=Sat 25 Apr 2015 03:09:22 GMT +0	actor = Colin	location = Berkeley, CA	system = weather	activity_type = sunset	value_type = time	value = April 24, 2015 at 10:51PM	url = http://ift.tt/Ja6u9Z
Timestamp=Sat 25 Apr 2015 03:26:26 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 24, 2015 at 08:50PM	value_type=time
Timestamp=Sat 25 Apr 2015 16:54:31 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 25, 2015 at 10:19AM	value_type=time
Timestamp=Sat 25 Apr 2015 18:29:37 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 25, 2015 at 11:51AM	value_type=time
Timestamp=Sat 25 Apr 2015 19:02:54 GMT +0	actor = weather	location = Berkeley, CA	system = weather	activity_type = temperature drops	value_type = high fahrenheit	value =64	value2_type = low fahrenheit	value2 =48	value3_type = current fahrenheit	value3 =57	url = http://ift.tt/Ja6u9Z	value4_type = condition	value4 = Partly Cloudy	value5_type = wind speed	value5 = 12	time = April 25, 2015 at 03:02PM
Timestamp=Sat 25 Apr 2015 20:04:07 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 25, 2015 at 01:28PM	value_type=time
Timestamp=Sat 25 Apr 2015 21:40:00 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 25, 2015 at 03:06PM	value_type=time
Timestamp=Sat 25 Apr 2015 22:58:24 GMT +0	actor = Colin	location = Berkeley, CA	system = weather	activity_type = weather rises	value_type = fahrenheit	value = 62	url = http://ift.tt/Ja6u9Z
Timestamp=Sat 25 Apr 2015 23:14:56 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 25, 2015 at 04:43PM	value_type=time
Timestamp=Sun 26 Apr 2015 01:06:09 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 25, 2015 at 06:19PM	value_type=time
Timestamp=Sun 26 Apr 2015 02:40:49 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 25, 2015 at 07:56PM	value_type=time
Timestamp=Sun 26 Apr 2015 02:55:41 GMT +0	actor = Colin	location = Berkeley, CA	system = weather	activity_type = sunset	value_type = time	value = April 25, 2015 at 10:53PM	url = http://ift.tt/Ja6u9Z
Timestamp=Sun 26 Apr 2015 11:42:39 GMT +0	actor = Colin	location = Berkeley, CA	system = weather	activity_type = temperature drops	value_type = fahrenheit	value = 48	url = http://ift.tt/Ja6u9Z
Timestamp=Sun 26 Apr 2015 14:21:08 GMT +0	actor = Colin	location = Berkeley, CA	system = weather	activity_type = temperature drops	value_type = fahrenheit	value = 48	url = http://ift.tt/Ja6u9Z
Timestamp=Sun 26 Apr 2015 17:44:22 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 26, 2015 at 10:58AM	value_type=time
Timestamp=Sun 26 Apr 2015 19:02:47 GMT +0	actor = weather	location = Berkeley, CA	system = weather	activity_type = temperature drops	value_type = high fahrenheit	value =69	value2_type = low fahrenheit	value2 =52	value3_type = current fahrenheit	value3 =60	url = http://ift.tt/Ja6u9Z	value4_type = condition	value4 = Sunny	value5_type = wind speed	value5 = 8	time = April 26, 2015 at 03:02PM
Timestamp=Sun 26 Apr 2015 19:17:10 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 26, 2015 at 12:33PM	value_type=time
Timestamp=Sun 26 Apr 2015 19:32:38 GMT +0	actor = Colin	location = Berkeley, CA	system = weather	activity_type = weather rises	value_type = fahrenheit	value = 63	url = http://ift.tt/Ja6u9Z
Timestamp=Sun 26 Apr 2015 20:52:19 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 26, 2015 at 02:11PM	value_type=time
Timestamp=Sun 26 Apr 2015 22:26:11 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 26, 2015 at 03:49PM	value_type=time
Timestamp=Mon 27 Apr 2015 00:00:31 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 26, 2015 at 05:25PM	value_type=time
Timestamp=Mon 27 Apr 2015 01:36:05 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 26, 2015 at 07:02PM	value_type=time
Timestamp=Mon 27 Apr 2015 02:55:15 GMT +0	actor = Colin	location = Berkeley, CA	system = weather	activity_type = sunset	value_type = time	value = April 26, 2015 at 10:53PM	url = http://ift.tt/Ja6u9Z
Timestamp=Mon 27 Apr 2015 03:11:32 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 26, 2015 at 08:40PM	value_type=time
Timestamp=Mon 27 Apr 2015 12:41:27 GMT +0	actor = Colin	location = Berkeley, CA	system = weather	activity_type = weather clear	value_type = fahrenheit	value = 53	value2_type = weather	value2 = Fair	url = http://ift.tt/Ja6u9Z
Timestamp=Mon 27 Apr 2015 13:55:25 GMT +0	actor = Colin	location = Berkeley, CA	system = stock market	activity_type = stock rise	description = when Illumina stock goes up by over 0.5% an event is created	value_type = name value = Illumina, Inc.	value1_type = percent	change value1 = 1.62	value2_type = price	value2 = 192.71	url = http://ift.tt/1mQUBGM	time = April 27, 2015 at 09:55AM
Timestamp=Mon 27 Apr 2015 16:45:30 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 27, 2015 at 10:05AM	value_type=time
Timestamp=Mon 27 Apr 2015 16:45:32 GMT +0	actor = Colin	location = Berkeley, CA	system = stock market	activity_type = stock drop	description = when Illumina stock goes down by over 0.5% an event is created	value_type = name value = Illumina, Inc.	value1_type = percent change	value1 = 1.43	value2_type = price	value2 = 186.88	url = http://ift.tt/1mQUBGM	time = April 27, 2015 at 12:45PM
Timestamp=Mon 27 Apr 2015 17:00:44 GMT +0	actor = Colin	location = Berkeley, CA	system = weather	activity_type = weather rises	value_type = fahrenheit	value = 61	url = http://ift.tt/Ja6u9Z
Timestamp=Mon 27 Apr 2015 18:21:16 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 27, 2015 at 11:39AM	value_type=time
Timestamp=Mon 27 Apr 2015 19:01:53 GMT +0	actor = weather	location = Berkeley, CA	system = weather	activity_type = temperature drops	value_type = high fahrenheit	value =74	value2_type = low fahrenheit	value2 =52	value3_type = current fahrenheit	value3 =66	url = http://ift.tt/Ja6u9Z	value4_type = condition	value4 = Sunny	value5_type = wind speed	value5 = 5	time = April 27, 2015 at 03:01PM
Timestamp=Mon 27 Apr 2015 19:55:08 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 27, 2015 at 01:17PM	value_type=time
Timestamp=Mon 27 Apr 2015 21:30:27 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 27, 2015 at 02:54PM	value_type=time
Timestamp=Mon 27 Apr 2015 23:06:30 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 27, 2015 at 04:31PM	value_type=time
Timestamp=Tue 28 Apr 2015 00:47:41 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 27, 2015 at 06:07PM	value_type=time
Timestamp=Tue 28 Apr 2015 02:19:32 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 27, 2015 at 07:44PM	value_type=time
Timestamp=Tue 28 Apr 2015 02:56:54 GMT +0	actor = Colin	location = Berkeley, CA	system = weather	activity_type = sunset	value_type = time	value = April 27, 2015 at 10:55PM	url = http://ift.tt/Ja6u9Z
Timestamp=Tue 28 Apr 2015 07:59:14 GMT +0	actor=Colin	activity_type=item for sale	system=Best Buy	system_id=1	location=Berkeley,CA	value=INSTEON - 6-Button Keypad Dimmer - White	value_type=product name	value2=$79.99	value2_type=USD	description=A new connected home device is available at Best Buy.
Timestamp=Tue 28 Apr 2015 14:26:25 GMT +0	actor = Colin	location = Berkeley, CA	system = stock market	activity_type = stock drop	description = when Illumina stock goes down by over 0.5% an event is created	value_type = name value = Illumina, Inc.	value1_type = percent change	value1 = 0.52	value2_type = price	value2 = 182.76	url = http://ift.tt/1mQUBGM	time = April 28, 2015 at 10:26AM
Timestamp=Tue 28 Apr 2015 15:45:32 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 28, 2015 at 09:13AM	value_type=time
Timestamp=Tue 28 Apr 2015 16:33:37 GMT +0	actor = Colin	location = Berkeley, CA	system = stock market	activity_type = stock rise	description = when Illumina stock goes up by over 0.5% an event is created	value_type = name value = Illumina, Inc.	value1_type = percent	change value1 = 0.55	value2_type = price	value2 = 184.73	url = http://ift.tt/1mQUBGM	time = April 28, 2015 at 12:33PM
Timestamp=Tue 28 Apr 2015 17:21:10 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 28, 2015 at 10:45AM	value_type=time
Timestamp=Tue 28 Apr 2015 18:56:11 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 28, 2015 at 12:22PM	value_type=time
Timestamp=Tue 28 Apr 2015 19:01:54 GMT +0	actor = weather	location = Berkeley, CA	system = weather	activity_type = temperature drops	value_type = high fahrenheit	value =67	value2_type = low fahrenheit	value2 =50	value3_type = current fahrenheit	value3 =55	url = http://ift.tt/Ja6u9Z	value4_type = condition	value4 = Partly Cloudy	value5_type = wind speed	value5 = 6	time = April 28, 2015 at 03:01PM
Timestamp=Tue 28 Apr 2015 19:51:58 GMT +0	actor=Colin	activity_type=item for sale	system=Best Buy	system_id=1	location=Berkeley,CA	value=Oco - Wireless High-Definition Security Camera - Silver	value_type=product name	value2=$149.99	value2_type=USD	description=A new connected home device is available at Best Buy.
Timestamp=Tue 28 Apr 2015 19:52:00 GMT +0	actor=Colin	activity_type=item for sale	system=Best Buy	system_id=1	location=Berkeley,CA	value=Night Owl - 16-Channel, 12-Camera Indoor/Outdoor DVR Security System - White/Black	value_type=product name	value2=$699.99	value2_type=USD	description=A new connected home device is available at Best Buy.
Timestamp=Tue 28 Apr 2015 19:52:02 GMT +0	actor=Colin	activity_type=item for sale	system=Best Buy	system_id=1	location=Berkeley,CA	value=Night Owl - 16-Channel, 8-Camera Indoor/Outdoor DVR Security System - Black	value_type=product name	value2=$699.99	value2_type=USD	description=A new connected home device is available at Best Buy.
Timestamp=Tue 28 Apr 2015 19:52:03 GMT +0	actor=Colin	activity_type=item for sale	system=Best Buy	system_id=1	location=Berkeley,CA	value=Night Owl - 4-Channel, 4-Camera Indoor/Outdoor DVR Security System - Black	value_type=product name	value2=$379.99	value2_type=USD	description=A new connected home device is available at Best Buy.
Timestamp=Tue 28 Apr 2015 19:52:05 GMT +0	actor=Colin	activity_type=item for sale	system=Best Buy	system_id=1	location=Berkeley,CA	value=Night Owl - 8-Channel, 4-Camera Indoor/Outdoor DVR Security System - Black/White	value_type=product name	value2=$349.99	value2_type=USD	description=A new connected home device is available at Best Buy.
Timestamp=Tue 28 Apr 2015 19:52:07 GMT +0	actor=Colin	activity_type=item for sale	system=Best Buy	system_id=1	location=Berkeley,CA	value=Night Owl - 8-Channel, 8-Camera Indoor/Outdoor DVR Security System - Black	value_type=product name	value2=$549.99	value2_type=USD	description=A new connected home device is available at Best Buy.
Timestamp=Tue 28 Apr 2015 19:52:09 GMT +0	actor=Colin	activity_type=item for sale	system=Best Buy	system_id=1	location=Berkeley,CA	value=Night Owl - 8-Channel, 8-Camera Indoor/Outdoor DVR Security System - Black	value_type=product name	value2=$399.99	value2_type=USD	description=A new connected home device is available at Best Buy.
Timestamp=Tue 28 Apr 2015 20:30:34 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 28, 2015 at 02:00PM	value_type=time
Timestamp=Tue 28 Apr 2015 21:11:29 GMT +0	actor=Colin	activity_type=item for sale	system=Best Buy	system_id=1	location=Berkeley,CA	value=Playbulb - Rainbow Multicolor Smart LED Light Bulbs (3-Pack) - White/Silver	value_type=product name	value2=$99.99	value2_type=USD	description=A new connected home device is available at Best Buy.
Timestamp=Tue 28 Apr 2015 21:59:08 GMT +0	actor=Colin	activity_type=item for sale	system=Best Buy	system_id=1	location=Berkeley,CA	value=Defender - Sentinel 4-Channel, 2-Camera Indoor/Outdoor Wireless DVR Security System - Black	value_type=product name	value2=$399.99	value2_type=USD	description=A new connected home device is available at Best Buy.
Timestamp=Tue 28 Apr 2015 22:22:05 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 28, 2015 at 03:37PM	value_type=time
Timestamp=Tue 28 Apr 2015 22:37:18 GMT +0	actor = Colin	location = Berkeley, CA	system = weather	activity_type = weather rises	value_type = fahrenheit	value = 61	url = http://ift.tt/Ja6u9Z
Timestamp=Tue 28 Apr 2015 23:57:29 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 28, 2015 at 05:13PM	value_type=time
Timestamp=Wed 29 Apr 2015 01:32:14 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 28, 2015 at 06:50PM	value_type=time
Timestamp=Wed 29 Apr 2015 03:07:11 GMT +0	actor = Colin	location = Berkeley, CA	system = weather	activity_type = sunset	value_type = time	value = April 28, 2015 at 10:55PM	url = http://ift.tt/Ja6u9Z
Timestamp=Wed 29 Apr 2015 14:05:11 GMT +0	actor = Colin	location = Berkeley, CA	system = stock market	activity_type = stock rise	description = when Illumina stock goes up by over 0.5% an event is created	value_type = name value = Illumina, Inc.	value1_type = percent	change value1 = 0.52	value2_type = price	value2 = 185.34	url = http://ift.tt/1mQUBGM	time = April 29, 2015 at 10:05AM
Timestamp=Wed 29 Apr 2015 15:18:34 GMT +0	actor=Colin	activity_type=item for sale	system=Best Buy	system_id=1	location=Berkeley,CA	value=Swann - 8-Channel, 8-Camera Indoor/Outdoor High-Definition NVR Surveillance System - White	value_type=product name	value2=$1349.99	value2_type=USD	description=A new connected home device is available at Best Buy.
Timestamp=Wed 29 Apr 2015 16:28:38 GMT +0	actor = Colin	location = Berkeley, CA	system = stock market	activity_type = stock drop	description = when Illumina stock goes down by over 0.5% an event is created	value_type = name value = Illumina, Inc.	value1_type = percent change	value1 = 0.69	value2_type = price	value2 = 183.1	url = http://ift.tt/1mQUBGM	time = April 29, 2015 at 12:28PM
Timestamp=Wed 29 Apr 2015 16:29:22 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 29, 2015 at 09:52AM	value_type=time
Timestamp=Wed 29 Apr 2015 18:03:14 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 29, 2015 at 11:27AM	value_type=time
Timestamp=Wed 29 Apr 2015 19:02:01 GMT +0	actor = weather	location = Berkeley, CA	system = weather	activity_type = temperature drops	value_type = high fahrenheit	value =72	value2_type = low fahrenheit	value2 =54	value3_type = current fahrenheit	value3 =58	url = http://ift.tt/Ja6u9Z	value4_type = condition	value4 = Sunny	value5_type = wind speed	value5 = 5	time = April 29, 2015 at 03:01PM
Timestamp=Wed 29 Apr 2015 19:39:25 GMT +0	actor=Colin	activity_type=orbit	system=NASA	system_id=2	location=Berkeley,CA description=Whenever the ISS flies over UC Berkeley, this record is generated.	value=April 29, 2015 at 01:05PM	value_type=time
Timestamp=Wed 29 Apr 2015 19:47:40 GMT +0	actor=Colin	activity_type=item for sale	system=Best Buy	system_id=1	location=Berkeley,CA	value=Swann - Alarm Starter Kit - White	value_type=product name	value2=$299.99	value2_type=USD	description=A new connected home device is available at Best Buy.
Timestamp=Wed 29 Apr 2015 19:47:42 GMT +0	actor=Colin	activity_type=item for sale	system=Best Buy	system_id=1	location=Berkeley,CA	value=Swann - EnergyWise Kit - White/Gray	value_type=product name	value2=$599.99	value2_type=USD	description=A new connected home device is available at Best Buy.
Timestamp=Wed 29 Apr 2015 19:47:44 GMT +0	actor=Colin	activity_type=item for sale	system=Best Buy	system_id=1	location=Berkeley,CA	value=Swann - Smart Alarm Security and Video Monitoring Kit - White	value_type=product name	value2=$399.99	value2_type=USD	description=A new connected home device is available at Best Buy.
Timestamp=Wed 29 Apr 2015 19:47:46 GMT +0	actor=Colin	activity_type=item for sale	system=Best Buy	system_id=1	location=Berkeley,CA	value=Swann - SwannOne Indoor Siren - White	value_type=product name	value2=$109.99	value2_type=USD	description=A new connected home device is available at Best Buy.
Timestamp=Wed 29 Apr 2015 19:47:48 GMT +0	actor=Colin	activity_type=item for sale	system=Best Buy	system_id=1	location=Berkeley,CA	value=Swann - SwannOne Key Fob - White	value_type=product name	value2=$24.99	value2_type=USD	description=A new connected home device is available at Best Buy.
Timestamp=Wed 29 Apr 2015 19:47:50 GMT +0	actor=Colin	activity_type=item for sale	system=Best Buy	system_id=1	location=Berkeley,CA	value=Swann - SwannOne Motion Sensor - White	value_type=product name	value2=$34.99	value2_type=USD	description=A new connected home device is available at Best Buy.
Timestamp=Wed 29 Apr 2015 19:47:52 GMT +0	actor=Colin	activity_type=item for sale	system=Best Buy	system_id=1	location=Berkeley,CA	value=Swann - SwannOne Motion Sensors (2-Pack) - White	value_type=product name	value2=$64.99	value2_type=USD	description=A new connected home device is available at Best Buy.
Timestamp=Wed 29 Apr 2015 19:47:54 GMT +0	actor=Colin	activity_type=item for sale	system=Best Buy	system_id=1	location=Berkeley,CA	value=Swann - SwannOne Outdoor Siren - White	value_type=product name	value2=$99.99	value2_type=USD	description=A new connected home device is available at Best Buy.
Timestamp=Wed 29 Apr 2015 19:48:00 GMT +0	actor=Colin	activity_type=item for sale	system=Best Buy	system_id=1	location=Berkeley,CA	value=Swann - SwannOne Smart Plug - White	value_type=product name	value2=$64.99	value2_type=USD	description=A new connected home device is available at Best Buy.
